"U:0","U:1","U:2","k","nut","omega","p","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2386,2.3903e-14,3.7676e-16,0.0069519,0.0066162,1.0508,0.034848,0,1,117.55,117.55,0,0
1.2375,2.3881e-14,3.7642e-16,0.0069745,0.0066601,1.0473,0.034218,0,1,117.68,117.68,0,0
1.2364,2.386e-14,3.7608e-16,0.0069957,0.0067034,1.0437,0.033584,0,1,117.8,117.8,0,0
1.2353,2.3839e-14,3.7575e-16,0.0070165,0.0067465,1.0401,0.032949,0,1,117.92,117.92,0,0
1.2342,2.3818e-14,3.7541e-16,0.0070363,0.0067891,1.0365,0.032312,0,1,118.05,118.05,0,0
1.2331,2.3797e-14,3.7508e-16,0.0070546,0.006831,1.0328,0.031671,0,1,118.17,118.17,0,0
1.232,2.3776e-14,3.7475e-16,0.0070728,0.0068729,1.0291,0.031031,0,1,118.3,118.3,0,0
1.2309,2.3755e-14,3.7443e-16,0.0070888,0.0069138,1.0254,0.030385,0,1,118.42,118.42,0,0
1.2299,2.3735e-14,3.741e-16,0.0071047,0.0069547,1.0216,0.02974,0,1,118.54,118.54,0,0
1.2288,2.3714e-14,3.7378e-16,0.0071193,0.006995,1.0178,0.029091,0,1,118.67,118.67,0,0
1.2278,2.3694e-14,3.7347e-16,0.0071327,0.0070348,1.014,0.028441,0,1,118.79,118.79,0,0
1.2267,2.3674e-14,3.7315e-16,0.0071459,0.0070746,1.0101,0.02779,0,1,118.92,118.92,0,0
1.2257,2.3654e-14,3.7284e-16,0.0071577,0.007114,1.0062,0.027136,0,1,119.04,119.04,0,0
1.2247,2.3635e-14,3.7253e-16,0.0071696,0.0071534,1.0023,0.026481,0,1,119.16,119.16,0,0
1.2237,2.3615e-14,3.7222e-16,0.0071804,0.0071923,0.99839,0.025823,0,1,119.29,119.29,0,0
1.2227,2.3596e-14,3.7192e-16,0.0071907,0.0072312,0.99447,0.025164,0,1,119.41,119.41,0,0
1.2217,2.3577e-14,3.7162e-16,0.0072007,0.0072697,0.99056,0.024504,0,1,119.54,119.54,0,0
1.2207,2.3558e-14,3.7132e-16,0.0072098,0.0073076,0.98668,0.023841,0,1,119.66,119.66,0,0
1.2197,2.3539e-14,3.7102e-16,0.0072189,0.0073454,0.9828,0.023179,0,1,119.78,119.78,0,0
1.2188,2.3521e-14,3.7073e-16,0.0072266,0.0073819,0.97902,0.022514,0,1,119.91,119.91,0,0
1.2178,2.3502e-14,3.7044e-16,0.0072342,0.0074182,0.97524,0.021849,0,1,120.03,120.03,0,0
1.2169,2.3484e-14,3.7015e-16,0.0072411,0.0074533,0.97157,0.021183,0,1,120.16,120.16,0,0
1.2159,2.3466e-14,3.6987e-16,0.007247,0.0074868,0.96801,0.020517,0,1,120.28,120.28,0,0
1.215,2.3448e-14,3.6959e-16,0.0072529,0.0075203,0.96446,0.019851,0,1,120.4,120.4,0,0
1.2141,2.3431e-14,3.6931e-16,0.0072568,0.007551,0.96108,0.019184,0,1,120.53,120.53,0,0
1.2132,2.3413e-14,3.6903e-16,0.0072607,0.0075816,0.95771,0.018516,0,1,120.65,120.65,0,0
1.2123,2.3396e-14,3.6876e-16,0.0072634,0.0076099,0.95449,0.017847,0,1,120.78,120.78,0,0
1.2114,2.3379e-14,3.6849e-16,0.0072652,0.0076368,0.95137,0.017176,0,1,120.9,120.9,0,0
1.2105,2.3362e-14,3.6823e-16,0.0072666,0.0076631,0.94827,0.016505,0,1,121.02,121.02,0,0
1.2097,2.3345e-14,3.6797e-16,0.0072661,0.0076871,0.94525,0.01583,0,1,121.15,121.15,0,0
1.2088,2.3329e-14,3.6771e-16,0.0072656,0.0077112,0.94224,0.015155,0,1,121.27,121.27,0,0
1.208,2.3313e-14,3.6746e-16,0.0072643,0.0077335,0.93935,0.014477,0,1,121.4,121.4,0,0
1.2072,2.3297e-14,3.672e-16,0.0072627,0.0077553,0.93651,0.013799,0,1,121.52,121.52,0,0
1.2064,2.3281e-14,3.6696e-16,0.0072609,0.0077768,0.93368,0.013118,0,1,121.64,121.64,0,0
1.2056,2.3266e-14,3.6671e-16,0.0072584,0.0077978,0.93085,0.012436,0,1,121.77,121.77,0,0
1.2048,2.325e-14,3.6647e-16,0.007256,0.0078189,0.92802,0.011753,0,1,121.89,121.89,0,0
1.204,2.3235e-14,3.6623e-16,0.0072525,0.0078382,0.9253,0.011068,0,1,122.02,122.02,0,0
1.2032,2.322e-14,3.66e-16,0.007249,0.0078574,0.92257,0.010382,0,1,122.14,122.14,0,0
1.2024,2.3206e-14,3.6577e-16,0.0072443,0.0078756,0.91985,0.0096946,0,1,122.26,122.26,0,0
1.2017,2.3191e-14,3.6554e-16,0.0072385,0.0078929,0.91711,0.0090059,0,1,122.39,122.39,0,0
1.2009,2.3177e-14,3.6531e-16,0.0072327,0.0079099,0.91439,0.0083172,0,1,122.51,122.51,0,0
1.2002,2.3163e-14,3.6509e-16,0.0072256,0.0079252,0.91174,0.007628,0,1,122.64,122.64,0,0
1.1995,2.3149e-14,3.6487e-16,0.0072185,0.0079404,0.90909,0.0069387,0,1,122.76,122.76,0,0
1.1988,2.3135e-14,3.6465e-16,0.0072097,0.0079538,0.90645,0.0062482,0,1,122.88,122.88,0,0
1.1981,2.3121e-14,3.6443e-16,0.0072001,0.0079664,0.90382,0.0055571,0,1,123.01,123.01,0,0
1.1974,2.3108e-14,3.6422e-16,0.0071902,0.0079786,0.90119,0.00487,0,1,123.13,123.13,0,0
1.1967,2.3095e-14,3.6402e-16,0.0071794,0.0079895,0.89862,0.0041948,0,1,123.26,123.26,0,0
1.1961,2.3083e-14,3.6383e-16,0.0071686,0.0080004,0.89604,0.0035196,0,1,123.38,123.38,0,0
1.1953,2.3068e-14,3.636e-16,0.0071554,0.008008,0.89354,0.0028058,0,1,123.5,123.5,0,0
1.1945,2.3053e-14,3.6336e-16,0.0071417,0.0080149,0.89105,0.0020847,0,1,123.63,123.63,0,0
1.1939,2.304e-14,3.6316e-16,0.0071297,0.0080201,0.88898,0.0014512,0,1,123.75,123.75,0,0
1.1934,2.3031e-14,3.6301e-16,0.0071201,0.0080227,0.88749,0.00093911,0,1,123.88,123.88,0,0
1.1929,2.3021e-14,3.6286e-16,0.0071105,0.0080254,0.88599,0.00042704,0,1,124,124,0,0
